,GeneName
ENSMUSG00000041645,Ddx24
ENSMUSG00000041654,Slc39a11
ENSMUSG00000041670,Rims1
ENSMUSG00000041685,Fcho2
ENSMUSG00000041697,Cox6a1
ENSMUSG00000041702,Btbd7
ENSMUSG00000041708,Mpped1
ENSMUSG00000041716,Gm20604
ENSMUSG00000041720,Pi4ka
ENSMUSG00000041733,Coq5
ENSMUSG00000041740,Rnf10
ENSMUSG00000041747,Utp15
ENSMUSG00000041757,Plekha6
ENSMUSG00000041765,Ubac2
ENSMUSG00000041769,Ppp2r2d
ENSMUSG00000041771,Slc24a4
ENSMUSG00000041774,Ydjc
ENSMUSG00000041777,Cir1
ENSMUSG00000041781,Cpsf2
ENSMUSG00000041794,Myrip
ENSMUSG00000041801,Phlda3
ENSMUSG00000041836,Ptpre
ENSMUSG00000041837,Pdcd7
ENSMUSG00000041841,Rpl37
ENSMUSG00000041852,Tcf20
ENSMUSG00000041870,Ankrd13a
ENSMUSG00000041879,Ipo9
ENSMUSG00000041881,Ndufa7
ENSMUSG00000041889,Shisa4
ENSMUSG00000041890,Git2
ENSMUSG00000041907,Gpr45
ENSMUSG00000041923,Nol4
ENSMUSG00000041926,Rnpep
ENSMUSG00000041939,Mvk
ENSMUSG00000041945,Mfsd9
ENSMUSG00000041958,Pigs
ENSMUSG00000041959,S100a10
ENSMUSG00000041966,Dcaf17
ENSMUSG00000041986,Elmod1
ENSMUSG00000041992,Rapgef5
ENSMUSG00000041997,Tlk1
ENSMUSG00000042010,Acacb
ENSMUSG00000042032,Mat2b
ENSMUSG00000042043,Tbca
ENSMUSG00000042046,Dstyk
ENSMUSG00000042050,Dync2i1
ENSMUSG00000042066,Tmcc2
ENSMUSG00000042078,Svop
ENSMUSG00000042097,Zfp239
ENSMUSG00000042105,Inpp5f
ENSMUSG00000042109,Csdc2
ENSMUSG00000042111,Ccdc115
ENSMUSG00000042115,Klhdc8a
ENSMUSG00000042121,Ssh1
ENSMUSG00000042129,Rassf4
ENSMUSG00000042148,Cox10
ENSMUSG00000042155,Klhl23
ENSMUSG00000042156,Dzip1
ENSMUSG00000042165,Adrm1b
ENSMUSG00000042178,Armc5
ENSMUSG00000042182,Bend6
ENSMUSG00000042197,Zfp451
ENSMUSG00000042198,Chchd7
ENSMUSG00000042202,Slc35e2
ENSMUSG00000042207,Kdm5b
ENSMUSG00000042208,Sanbr
ENSMUSG00000042210,Abhd14a
ENSMUSG00000042216,Sgsm1
ENSMUSG00000042225,Ammecr1
ENSMUSG00000042229,Rabif
ENSMUSG00000042272,Sestd1
ENSMUSG00000042275,Pelo
ENSMUSG00000042286,Stab1
ENSMUSG00000042298,Ttc19
ENSMUSG00000042303,Sgsm3
ENSMUSG00000042305,Tmem183a
ENSMUSG00000042323,Pbrm1
ENSMUSG00000042328,Hps4
ENSMUSG00000042345,Ubash3a
ENSMUSG00000042348,Arl15
ENSMUSG00000042350,Arel1
ENSMUSG00000042359,Osbpl6
ENSMUSG00000042363,Lgalsl
ENSMUSG00000042364,Snx18
ENSMUSG00000042380,Smim12
ENSMUSG00000042406,Atf4
ENSMUSG00000042410,Agps
ENSMUSG00000042428,Mgat3
ENSMUSG00000042429,Adora1
ENSMUSG00000042439,Zfp532
ENSMUSG00000042444,Mindy2
ENSMUSG00000042446,Zmym4
ENSMUSG00000042447,Mios
ENSMUSG00000042462,Dctpp1
ENSMUSG00000042472,Zfp410
ENSMUSG00000042502,Cd2bp2
ENSMUSG00000042506,Usp22
ENSMUSG00000042520,Ubap2l
ENSMUSG00000042523,Dnal1
ENSMUSG00000042529,Kcnj12
ENSMUSG00000042532,Golga7b
ENSMUSG00000042541,Sem1
ENSMUSG00000042548,Asxl1
ENSMUSG00000042558,Adprs
ENSMUSG00000042570,Mier2
ENSMUSG00000042589,Cux2
ENSMUSG00000042590,Ipo11
ENSMUSG00000042595,Fam199x
ENSMUSG00000042605,Atxn2
ENSMUSG00000042606,Hirip3
ENSMUSG00000042608,Stk40
ENSMUSG00000042625,Safb2
ENSMUSG00000042628,Zfyve1
ENSMUSG00000042642,Flad1
ENSMUSG00000042650,Alkbh5
ENSMUSG00000042670,Immp1l
ENSMUSG00000042675,Ypel3
ENSMUSG00000042680,Garem1
ENSMUSG00000042682,Selenok
ENSMUSG00000042688,Mapk6
ENSMUSG00000042705,Commd10
ENSMUSG00000042709,Atpaf2
ENSMUSG00000042712,Tceal9
ENSMUSG00000042724,Map3k9
ENSMUSG00000042729,Wdr74
ENSMUSG00000042734,Ttc9
ENSMUSG00000042737,Dpm3
ENSMUSG00000042742,Bmt2
ENSMUSG00000042743,Sgtb
ENSMUSG00000042744,Hectd4
ENSMUSG00000042747,Krtcap2
ENSMUSG00000042750,Bex2
ENSMUSG00000042751,Nmnat2
ENSMUSG00000042766,Trim46
ENSMUSG00000042770,Hebp1
ENSMUSG00000042772,Smg7
ENSMUSG00000042787,Exog
ENSMUSG00000042790,Rnf214
ENSMUSG00000042804,Gpr153
ENSMUSG00000042807,Hecw2
ENSMUSG00000042814,Mcts2
ENSMUSG00000042826,Fgf11
ENSMUSG00000042831,Alkbh6
ENSMUSG00000042834,Nrep
ENSMUSG00000042854,Trp53rkb
ENSMUSG00000042873,Lhfpl4
ENSMUSG00000042918,Mamstr
ENSMUSG00000042978,Sbk1
ENSMUSG00000042992,Borcs5
ENSMUSG00000043004,Gng2
ENSMUSG00000043019,Edem3
ENSMUSG00000043059,Zfp513
ENSMUSG00000043061,Tmem18
ENSMUSG00000043079,Synpo
ENSMUSG00000043090,Zfp866
ENSMUSG00000043091,Tuba1c
ENSMUSG00000043131,Mob1a
ENSMUSG00000043140,Tmem186
ENSMUSG00000043154,Ppp2r3a
ENSMUSG00000043162,Pyurf
ENSMUSG00000043190,Rfesd
ENSMUSG00000043251,Exoc3l
ENSMUSG00000043252,Tmem64
ENSMUSG00000043262,Uevld
ENSMUSG00000043282,Teddm1b
ENSMUSG00000043284,Tmem11
ENSMUSG00000043300,B3galnt1
ENSMUSG00000043311,D17H6S53E
ENSMUSG00000043384,Gprasp1
ENSMUSG00000043388,Tmem130
ENSMUSG00000043391,2510009E07Rik
ENSMUSG00000043398,Gpr135
ENSMUSG00000043419,Rnf227
ENSMUSG00000043421,Hilpda
ENSMUSG00000043424,Eif3j2
ENSMUSG00000043445,Pgp
ENSMUSG00000043467,Zbtb37
ENSMUSG00000043487,Acot6
ENSMUSG00000043542,Zc2hc1a
ENSMUSG00000043572,Pars2
ENSMUSG00000043614,Vps37d
ENSMUSG00000043629,1700019D03Rik
ENSMUSG00000043633,Fam221b
ENSMUSG00000043670,Diras1
ENSMUSG00000043683,Fem1a
ENSMUSG00000043716,Rpl7
ENSMUSG00000043733,Ptpn11
ENSMUSG00000043789,Vwce
ENSMUSG00000043831,Lysmd4
ENSMUSG00000043857,Mgat5b
ENSMUSG00000043866,Taf10
ENSMUSG00000043885,Slc36a4
ENSMUSG00000043909,Trp53bp1
ENSMUSG00000043923,Ccdc84
ENSMUSG00000043948,Or52b2
ENSMUSG00000043964,Orai3
ENSMUSG00000043991,Pura
ENSMUSG00000043998,Mgat2
ENSMUSG00000043999,Gpr75
ENSMUSG00000044005,Gls2
ENSMUSG00000044018,Mrpl50
ENSMUSG00000044024,Rell2
ENSMUSG00000044026,Slc35g1
ENSMUSG00000044030,Irf2bp1
ENSMUSG00000044066,Cep68
ENSMUSG00000044067,Gpr22
ENSMUSG00000044103,Il36g
ENSMUSG00000044117,Bmerb1
ENSMUSG00000044147,Arf6
ENSMUSG00000044148,1810030O07Rik
ENSMUSG00000044216,Kcnj4
ENSMUSG00000044221,Grsf1
ENSMUSG00000044231,Nhlrc1
ENSMUSG00000044252,Osbpl1a
ENSMUSG00000044279,Crb3
ENSMUSG00000044308,Ubr3
ENSMUSG00000044349,Snhg11
ENSMUSG00000044352,Sowaha
ENSMUSG00000044364,Tmem74b
ENSMUSG00000044365,Cxxc4
ENSMUSG00000044367,Slc16a13
ENSMUSG00000044408,Sptssa
ENSMUSG00000044442,N6amt1
ENSMUSG00000044465,Fhip1b
ENSMUSG00000044469,Tnfaip8l1
ENSMUSG00000044475,Ascc1
ENSMUSG00000044477,Zfand3
ENSMUSG00000044502,Bod1
ENSMUSG00000044519,Zfp488
ENSMUSG00000044533,Rps2
ENSMUSG00000044550,Tceal3
ENSMUSG00000044562,Rasip1
ENSMUSG00000044573,Acp1
ENSMUSG00000044600,Smim7
ENSMUSG00000044617,Zbtb39
ENSMUSG00000044627,Swi5
ENSMUSG00000044628,Rnf208
ENSMUSG00000044629,Cnrip1
ENSMUSG00000044647,Csrnp3
ENSMUSG00000044667,Plppr4
ENSMUSG00000044676,Zfp612
ENSMUSG00000044700,Tmem201
ENSMUSG00000044709,Gemin7
ENSMUSG00000044712,Slc38a6
ENSMUSG00000044715,Gskip
ENSMUSG00000044716,Dok7
ENSMUSG00000044768,Macir
ENSMUSG00000044783,Hjurp
ENSMUSG00000044791,Setd2
ENSMUSG00000044792,Isca1
ENSMUSG00000044807,Zfp354c
ENSMUSG00000044820,AY074887
ENSMUSG00000044847,Lsm11
ENSMUSG00000044857,Lemd2
ENSMUSG00000044876,Zfp444
ENSMUSG00000044881,Coa4
ENSMUSG00000044894,Uqcrq
ENSMUSG00000044906,4930503L19Rik
ENSMUSG00000044912,Syt16
ENSMUSG00000044927,H1f10
ENSMUSG00000044949,Ubtd2
ENSMUSG00000044982,Sft2d3
ENSMUSG00000045031,Cetn4
ENSMUSG00000045038,Prkce
ENSMUSG00000045045,Lrfn4
ENSMUSG00000045071,E130308A19Rik
ENSMUSG00000045078,Rnf216
ENSMUSG00000045100,Slc25a26
ENSMUSG00000045114,Prrt2
ENSMUSG00000045128,Rpl18a
ENSMUSG00000045136,Tubb2b
ENSMUSG00000045160,Bola3
ENSMUSG00000045174,Amer3
ENSMUSG00000045176,Borcs6
ENSMUSG00000045193,Cirbp
ENSMUSG00000045211,Nudt18
ENSMUSG00000045237,Eola1
ENSMUSG00000045251,Zfp688
ENSMUSG00000045252,Zfp574
ENSMUSG00000045257,Morn2
ENSMUSG00000045268,Zfp691
ENSMUSG00000045282,Tmem86b
ENSMUSG00000045316,Fahd1
ENSMUSG00000045377,Tmem88
ENSMUSG00000045409,Trim39
ENSMUSG00000045411,2410002F23Rik
ENSMUSG00000045414,Dipk2a
ENSMUSG00000045435,Tmem60
ENSMUSG00000045438,Cox19
ENSMUSG00000045466,Zfp956
ENSMUSG00000045471,Hcrt
ENSMUSG00000045493,Bhlhe23
ENSMUSG00000045503,Sys1
ENSMUSG00000045509,Gpr150
ENSMUSG00000045515,Pou3f3
ENSMUSG00000045519,Zfp560
ENSMUSG00000045538,Ddx28
ENSMUSG00000045589,Frrs1l
ENSMUSG00000045594,Glb1
ENSMUSG00000045598,Zfp553
ENSMUSG00000045636,Mtus1
ENSMUSG00000045665,Mfsd5
ENSMUSG00000045690,Wdr89
ENSMUSG00000045691,Thtpa
ENSMUSG00000045733,Sprn
ENSMUSG00000045752,Tssc4
ENSMUSG00000045757,Zfp764
ENSMUSG00000045763,Basp1
ENSMUSG00000045767,B230219D22Rik
ENSMUSG00000045790,Ccdc149
ENSMUSG00000045822,Zswim3
ENSMUSG00000045826,Ptprcap
ENSMUSG00000045854,Lyrm2
ENSMUSG00000045886,Pam16l
ENSMUSG00000045896,Paip2b
ENSMUSG00000045929,Gm20715
ENSMUSG00000045948,Mrps12
ENSMUSG00000045969,Ing1
ENSMUSG00000045973,Slc25a51
ENSMUSG00000045983,Eif4g1
ENSMUSG00000045989,4930451I11Rik
ENSMUSG00000045994,B3gat1
ENSMUSG00000045996,Polr2k
ENSMUSG00000046010,Zfp830
ENSMUSG00000046032,Snx12
ENSMUSG00000046034,Otulin
ENSMUSG00000046056,Sbsn
ENSMUSG00000046093,Hpcal4
ENSMUSG00000046096,Mosmo
ENSMUSG00000046110,Serinc4
ENSMUSG00000046111,Cep295
ENSMUSG00000046138,9930021J03Rik
ENSMUSG00000046139,Patl1
ENSMUSG00000046157,Tmem229b
ENSMUSG00000046182,Gsg1l
ENSMUSG00000046204,Pnma2
ENSMUSG00000046207,Pik3r6
ENSMUSG00000046215,Rprml
ENSMUSG00000046229,Scand1
ENSMUSG00000046269,Usp27x
ENSMUSG00000046287,Pnma3
ENSMUSG00000046311,Zfp62
ENSMUSG00000046314,Stxbp6
ENSMUSG00000046321,Hs3st2
ENSMUSG00000046329,Slc25a23
ENSMUSG00000046330,Rpl37a
ENSMUSG00000046345,Smco1
ENSMUSG00000046351,Zfp322a
ENSMUSG00000046364,Rpl27a
ENSMUSG00000046378,Asphd1
ENSMUSG00000046380,Jrk
ENSMUSG00000046417,Lrrc75a
ENSMUSG00000046432,Bex3
ENSMUSG00000046442,Ppm1e
ENSMUSG00000046447,Camk2n1
ENSMUSG00000046449,Nexmif
ENSMUSG00000046456,Tmem150b
ENSMUSG00000046460,Sh2d7
ENSMUSG00000046516,Cox17
ENSMUSG00000046523,Kctd4
ENSMUSG00000046556,Zfp319
ENSMUSG00000046562,Unc119b
ENSMUSG00000046567,4930430F08Rik
ENSMUSG00000046598,Bdh1
ENSMUSG00000046607,Hrk
ENSMUSG00000046613,Vwa5b2
ENSMUSG00000046658,Zfp316
ENSMUSG00000046671,Mtfr1l
ENSMUSG00000046675,Tmem251
ENSMUSG00000046707,Csnk2a2
ENSMUSG00000046711,Hmga1
ENSMUSG00000046719,Nxph3
ENSMUSG00000046722,Cdc42se1
ENSMUSG00000046727,Cystm1
ENSMUSG00000046756,Mrps7
ENSMUSG00000046785,Epm2aip1
ENSMUSG00000046792,Zfp787
ENSMUSG00000046806,Cyren
ENSMUSG00000046807,Lrrc75b
ENSMUSG00000046822,Slc39a3
ENSMUSG00000046841,Ckap4
ENSMUSG00000046861,Hectd3
ENSMUSG00000046876,Atxn1
ENSMUSG00000047013,Fbxo41
ENSMUSG00000047030,Spata2
ENSMUSG00000047036,Zfp445
ENSMUSG00000047037,Nipa1
ENSMUSG00000047045,Tmem164
ENSMUSG00000047067,Dusp28
ENSMUSG00000047084,Ngrn
ENSMUSG00000047098,Rnf31
ENSMUSG00000047126,Cltc
ENSMUSG00000047139,Cd24a
ENSMUSG00000047146,Tet1
ENSMUSG00000047153,Khnyn
ENSMUSG00000047181,Samd14
ENSMUSG00000047187,Rab2a
ENSMUSG00000047205,Dusp18
ENSMUSG00000047215,Rpl9
ENSMUSG00000047220,Iho1
ENSMUSG00000047221,Fam185a
ENSMUSG00000047228,A2ml1
ENSMUSG00000047260,Emc6
ENSMUSG00000047261,Gap43
ENSMUSG00000047264,Zfp358
ENSMUSG00000047284,Neurl4
ENSMUSG00000047379,B4gat1
ENSMUSG00000047409,Ctdspl
ENSMUSG00000047423,AI837181
ENSMUSG00000047446,Arl4a
ENSMUSG00000047454,Gphn
ENSMUSG00000047459,Dynlrb1
ENSMUSG00000047466,8030462N17Rik
ENSMUSG00000047485,Klhl34
ENSMUSG00000047495,Dlgap2
ENSMUSG00000047514,Tspyl1
ENSMUSG00000047547,Cltb
ENSMUSG00000047613,A430005L14Rik
ENSMUSG00000047617,Paxx
ENSMUSG00000047649,Cd3eap
ENSMUSG00000047658,Gal3st3
ENSMUSG00000047675,Rps8
ENSMUSG00000047710,Champ1
ENSMUSG00000047719,Ubiad1
ENSMUSG00000047721,Bola2
ENSMUSG00000047731,Wbp1l
ENSMUSG00000047747,Rnf150
ENSMUSG00000047749,Zc3hav1l
ENSMUSG00000047767,Atg16l2
ENSMUSG00000047786,Lix1
ENSMUSG00000047842,Diras2
ENSMUSG00000047843,Bri3
ENSMUSG00000047875,Gpr157
ENSMUSG00000047879,Usp14
ENSMUSG00000047881,Rell1
ENSMUSG00000047888,Tnrc6b
ENSMUSG00000047907,Tshz2
ENSMUSG00000047921,Trappc9
ENSMUSG00000047945,Marcksl1
ENSMUSG00000047976,Kcna1
ENSMUSG00000047986,Palm3
ENSMUSG00000047989,Ino80c
ENSMUSG00000048000,Gigyf2
ENSMUSG00000048007,Timm8a1
ENSMUSG00000048040,Arxes2
ENSMUSG00000048076,Arf1
ENSMUSG00000048078,Tenm4
ENSMUSG00000048100,Taf13
ENSMUSG00000048118,Arid4a
ENSMUSG00000048142,Nat8l
ENSMUSG00000048154,Kmt2d
ENSMUSG00000048170,Mcmbp
ENSMUSG00000048175,Asb8
ENSMUSG00000048216,Gpr85
ENSMUSG00000048222,Mfap1b
ENSMUSG00000048232,Fbxo10
ENSMUSG00000048234,Rnf149
ENSMUSG00000048240,Gng7
ENSMUSG00000048251,Bcl11b
ENSMUSG00000048279,Sacs
ENSMUSG00000048307,Ankrd46
ENSMUSG00000048351,Coa7
ENSMUSG00000048355,Arxes1
ENSMUSG00000048368,Omd
ENSMUSG00000048371,Pdp2
ENSMUSG00000048379,Socs4
ENSMUSG00000048385,Scrt1
ENSMUSG00000048388,Fam171b
ENSMUSG00000048458,Inka2
ENSMUSG00000048481,Mypop
ENSMUSG00000048482,Bdnf
ENSMUSG00000048486,Fitm2
ENSMUSG00000048537,Phldb1
ENSMUSG00000048546,Tob2
ENSMUSG00000048578,Mlec
ENSMUSG00000048581,E130311K13Rik
ENSMUSG00000048644,Ctxn1
ENSMUSG00000048647,Exd1
ENSMUSG00000048668,Rhno1
ENSMUSG00000048701,Ccdc6
ENSMUSG00000048706,Lurap1l
ENSMUSG00000048707,Tprn
ENSMUSG00000048755,Mcat
ENSMUSG00000048756,Foxo3
ENSMUSG00000048758,Rpl29
ENSMUSG00000048787,Dcun1d3
ENSMUSG00000048799,Cep120
ENSMUSG00000048814,Lonrf2
ENSMUSG00000048832,Vps37c
ENSMUSG00000048833,Slc39a9
ENSMUSG00000048834,Vstm2a
ENSMUSG00000048856,Slc25a47
ENSMUSG00000048895,Cdk5r1
ENSMUSG00000048899,Rimkla
ENSMUSG00000048920,Fkrp
ENSMUSG00000048967,Yjefn3
ENSMUSG00000048978,Nrsn1
ENSMUSG00000049044,Rapgef4
ENSMUSG00000049047,Armcx3
ENSMUSG00000049086,Bmyc
ENSMUSG00000049092,Gpr137c
ENSMUSG00000049122,Frmd3
ENSMUSG00000049184,Purg
ENSMUSG00000049225,Pdp1
ENSMUSG00000049232,Tigd2
ENSMUSG00000049235,Gm7324
ENSMUSG00000049265,Kcnk3
ENSMUSG00000049285,Mblac1
ENSMUSG00000049288,Lix1l
ENSMUSG00000049299,Trappc1
ENSMUSG00000049305,Ccdc71
ENSMUSG00000049313,Sorl1
ENSMUSG00000049327,Kmt5a
ENSMUSG00000049339,Retreg2
ENSMUSG00000049354,Dcaf7
ENSMUSG00000049396,Gemin4
ENSMUSG00000049401,Ogfr
ENSMUSG00000049421,Zfp260
ENSMUSG00000049422,Chchd10
ENSMUSG00000049439,Cyp20a1
ENSMUSG00000049470,Aff4
ENSMUSG00000049482,Ctu2
ENSMUSG00000049516,Spty2d1
ENSMUSG00000049517,Rps23
ENSMUSG00000049532,Sall2
ENSMUSG00000049536,Tceal1
ENSMUSG00000049555,Tmie
ENSMUSG00000049556,Lingo1
ENSMUSG00000049583,Grm5
ENSMUSG00000049600,Zbtb45
ENSMUSG00000049606,Zfp644
ENSMUSG00000049624,Slc17a5
ENSMUSG00000049630,C1ql3
ENSMUSG00000049649,Gpr3
ENSMUSG00000049657,Zbtb5
ENSMUSG00000049670,Morn4
ENSMUSG00000049674,Or10a2
ENSMUSG00000049680,Urgcp
ENSMUSG00000049717,Lig4
ENSMUSG00000049728,Zfp668
ENSMUSG00000049751,Rpl36al
ENSMUSG00000049755,Zfp672
ENSMUSG00000049760,Micos13
ENSMUSG00000049775,Tmsb4x
ENSMUSG00000049796,Crh
ENSMUSG00000049800,Sertad2
ENSMUSG00000049804,Armcx4
ENSMUSG00000049866,Arl4c
ENSMUSG00000049871,Nlrc3
ENSMUSG00000049882,Vcpkmt
ENSMUSG00000049907,Rasl11b
ENSMUSG00000049916,2610318N02Rik
ENSMUSG00000049932,H2ax
ENSMUSG00000049940,Pgrmc2
ENSMUSG00000049946,BC030500
ENSMUSG00000049957,Ccdc137
ENSMUSG00000049960,Mrps16
ENSMUSG00000049969,Plekhf2
ENSMUSG00000049999,Ppp1r3d
ENSMUSG00000050002,Idnk
ENSMUSG00000050017,Pitpnb
ENSMUSG00000050022,Amz1
ENSMUSG00000050029,Rap2c
ENSMUSG00000050043,Tmx2
ENSMUSG00000050052,Tdrp
ENSMUSG00000050071,Bex1
ENSMUSG00000050079,Rspry1
ENSMUSG00000050107,Haspin
ENSMUSG00000050144,Slc25a44
ENSMUSG00000050148,Ubqln2
ENSMUSG00000050188,Lsm10
ENSMUSG00000050222,Il17d
ENSMUSG00000050272,Dscam
ENSMUSG00000050323,Ndufaf6
ENSMUSG00000050332,Amer1
ENSMUSG00000050373,Snx21
ENSMUSG00000050382,Kif7
ENSMUSG00000050390,C77080
ENSMUSG00000050394,Armcx6
ENSMUSG00000050428,Fbxo46
ENSMUSG00000050471,Fam118b
ENSMUSG00000050503,Fbxl22
ENSMUSG00000050530,Fam171a1
ENSMUSG00000050538,B230217C12Rik
ENSMUSG00000050549,Fam241a
ENSMUSG00000050552,Lamtor4
ENSMUSG00000050555,Hyls1
ENSMUSG00000050556,Kcnb1
ENSMUSG00000050565,Tor1aip2
ENSMUSG00000050567,Maml1
ENSMUSG00000050608,Micos10
ENSMUSG00000050621,Rps27rt
ENSMUSG00000050627,Gpd1l
ENSMUSG00000050628,Ubald2
ENSMUSG00000050640,Tmem150c
ENSMUSG00000050668,Gpatch11
ENSMUSG00000050697,Prkaa1
ENSMUSG00000050705,2310061I04Rik
ENSMUSG00000050708,Ftl1
ENSMUSG00000050711,Scg2
ENSMUSG00000050737,Ptges
ENSMUSG00000050761,Gp1bb
ENSMUSG00000050812,Ecpas
ENSMUSG00000050822,Slc29a4
ENSMUSG00000050856,Atp5k
ENSMUSG00000050860,Phospho1
ENSMUSG00000050875,Minar2
ENSMUSG00000050890,Pdik1l
ENSMUSG00000050908,Tvp23a
ENSMUSG00000050945,Zfp438
ENSMUSG00000050965,Prkca
ENSMUSG00000050967,Creg2
ENSMUSG00000051007,Gatd1
ENSMUSG00000051118,Or7d10
ENSMUSG00000051146,Camk2n2
ENSMUSG00000051149,Adnp
ENSMUSG00000051154,Commd3
ENSMUSG00000051182,Or52ac1
ENSMUSG00000051184,Zfp524
ENSMUSG00000051185,Fam174a
ENSMUSG00000051223,Bzw1
ENSMUSG00000051232,Tmem199
ENSMUSG00000051234,Rnf7
ENSMUSG00000051235,Gen1
ENSMUSG00000051236,Msrb3
ENSMUSG00000051238,Swsap1
ENSMUSG00000051256,Jagn1
ENSMUSG00000051285,Pcmtd1
ENSMUSG00000051319,Mtln
ENSMUSG00000051335,Gfod1
ENSMUSG00000051339,2900026A02Rik
ENSMUSG00000051343,Rab11fip5
ENSMUSG00000051346,Spryd4
ENSMUSG00000051359,Ncald
ENSMUSG00000051373,Plpp7
ENSMUSG00000051391,Ywhag
ENSMUSG00000051403,Ppp1r37
ENSMUSG00000051456,Hspb3
ENSMUSG00000051469,Zfp24
ENSMUSG00000051510,Mafg
ENSMUSG00000051518,Rps19bp1
ENSMUSG00000051527,Usp29
ENSMUSG00000051550,Zfp579
ENSMUSG00000051579,Tceal8
ENSMUSG00000051586,Mical3
ENSMUSG00000051615,Rap2a
ENSMUSG00000051671,Coa6
ENSMUSG00000051674,Dcun1d4
ENSMUSG00000051675,Trim32
ENSMUSG00000051695,Pcbp1
ENSMUSG00000051703,Tmem198
ENSMUSG00000051705,Senp8
ENSMUSG00000051721,Wdcp
ENSMUSG00000051726,Kcnf1
ENSMUSG00000051736,Fam229b
ENSMUSG00000051817,Sox12
ENSMUSG00000051851,Rtl8c
ENSMUSG00000051853,Arf3
ENSMUSG00000051864,Tbc1d22a
ENSMUSG00000051890,Klhdc1
ENSMUSG00000051989,Smim11
ENSMUSG00000052026,Slc6a7
ENSMUSG00000052031,Tagap1
ENSMUSG00000052040,Klf13
ENSMUSG00000052105,Mtcl1
ENSMUSG00000052135,Foxo6
ENSMUSG00000052146,Rps10
ENSMUSG00000052151,Plpp2
ENSMUSG00000052214,Opa3
ENSMUSG00000052253,Zfp622
ENSMUSG00000052293,Taf9
ENSMUSG00000052296,Ppp6r1
ENSMUSG00000052298,Cdc42se2
ENSMUSG00000052301,Doc2a
ENSMUSG00000052310,Slc39a1
ENSMUSG00000052369,Tmem106c
ENSMUSG00000052373,Mpp3
ENSMUSG00000052387,Trpm3
ENSMUSG00000052395,Rft1
ENSMUSG00000052397,Ezr
ENSMUSG00000052419,Smim30
ENSMUSG00000052423,B4galt3
ENSMUSG00000052428,Tmco1
ENSMUSG00000052456,Get3
ENSMUSG00000052459,Atp6v1a
ENSMUSG00000052534,Pbx1
ENSMUSG00000052557,Gan
ENSMUSG00000052566,Hook2
ENSMUSG00000052572,Dlg2
ENSMUSG00000052584,Serp2
ENSMUSG00000052605,Isoc2b
ENSMUSG00000052613,Pcdh15
ENSMUSG00000052656,Rnf103
ENSMUSG00000052681,Rap1b
ENSMUSG00000052698,Tln2
ENSMUSG00000052707,Tnrc6a
ENSMUSG00000052712,BC004004
ENSMUSG00000052727,Map1b
ENSMUSG00000052738,Suclg1
ENSMUSG00000052752,Traf7
ENSMUSG00000052833,Sae1
ENSMUSG00000052837,Junb
ENSMUSG00000052852,Reep1
ENSMUSG00000052889,Prkcb
ENSMUSG00000052906,Ubxn8
ENSMUSG00000052915,Msl1
ENSMUSG00000052917,Senp7
ENSMUSG00000052921,Arhgef15
ENSMUSG00000052928,Ctif
ENSMUSG00000052934,Fbxo31
ENSMUSG00000052949,Rnf157
ENSMUSG00000052962,Mrpl35
ENSMUSG00000052981,Ube2ql1
ENSMUSG00000053024,Cntn2
ENSMUSG00000053025,Sv2b
ENSMUSG00000053070,Cfap300
ENSMUSG00000053080,Zfta
ENSMUSG00000053094,Tmem248
ENSMUSG00000053119,Chmp3
ENSMUSG00000053134,Supt7l
ENSMUSG00000053137,Mapk11
ENSMUSG00000053166,Cdh22
ENSMUSG00000053192,Mllt11
ENSMUSG00000053205,Styx
ENSMUSG00000053226,Dand5
ENSMUSG00000053253,Ndfip2
ENSMUSG00000053291,Rab4b
ENSMUSG00000053293,Pom121
ENSMUSG00000053297,AI854703
ENSMUSG00000053310,Nrgn
ENSMUSG00000053317,Sec61b
ENSMUSG00000053329,Gatd3a
ENSMUSG00000053333,Dis3l2
ENSMUSG00000053390,Zfp952
ENSMUSG00000053395,Cacng8
ENSMUSG00000053398,Phgdh
ENSMUSG00000053411,Cbx7
ENSMUSG00000053436,Mapk14
ENSMUSG00000053453,Thoc7
ENSMUSG00000053477,Tcf4
ENSMUSG00000053510,Nrd1
ENSMUSG00000053536,Cstf2t
ENSMUSG00000053552,Ebf4
ENSMUSG00000053560,Ier2
ENSMUSG00000053565,Eif3k
ENSMUSG00000053581,Zfand2a
ENSMUSG00000053600,Zfp472
ENSMUSG00000053604,Rpia
ENSMUSG00000053617,Sh3pxd2a
ENSMUSG00000053641,Dennd4a
ENSMUSG00000053684,Kics2
ENSMUSG00000053693,Mast1
ENSMUSG00000053702,Nebl
ENSMUSG00000053716,Dusp7
ENSMUSG00000053754,Chd8
ENSMUSG00000053768,Chchd3
ENSMUSG00000053769,Lysmd1
ENSMUSG00000053774,Ubxn7
ENSMUSG00000053799,Exoc6
ENSMUSG00000053801,Grwd1
ENSMUSG00000053838,Nudcd3
ENSMUSG00000053877,Srcap
ENSMUSG00000053907,Mat2a
ENSMUSG00000053916,Nanp
ENSMUSG00000053929,Cyhr1
ENSMUSG00000053963,Stum
ENSMUSG00000054000,Tusc1
ENSMUSG00000054008,Ndst1
ENSMUSG00000054013,Tmem179
ENSMUSG00000054021,Sirt5
ENSMUSG00000054027,Nt5dc3
